unique_id_num,tagging_date,unique_id,channel,tag_id,use,total_length,crew,tagger,year,date,time,date_time,flight_num,flight_day,antenna,mort,power,hits,latitude,longitude,time_frame,highest_signal,section,current_state,current_state_num,fate_detailed,fate_detailed_num,notes,tagging_location,life_history,tagging_habitat
70,9/21/2018,10-70,10,70,Y,717,"AB, ME",,2019,12/17/2019,0.463819,12/17/2019 11:07:54,6,1,belly,True,85,4,64.019613,-144.922537,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
70,9/21/2018,10-70,10,70,Y,717,"AB, ME",,2020,1/21/2020,0.444676,01/21/2020 10:40:20,7,2,left,True,72,3,64.02039,-144.937738,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
70,9/21/2018,10-70,10,70,Y,717,"AB, ME",,2020,2/5/2020,0.460347,02/05/2020 11:02:54,8,1,belly,True,83,8,64.018163,-144.909627,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
70,9/21/2018,10-70,10,70,Y,717,"AB, ME",,2020,7/29/2020,0.430532,07/29/2020 10:19:58,10,2,belly,False,55,1,64.01877,-144.915867,3_summer,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
70,9/21/2018,10-70,10,70,Y,717,"AB, ME",,2020,11/1/2020,0.503889,11/01/2020 12:05:36,11,2,belly,True,76,5,64.017022,-144.908146,4_fall,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
70,9/21/2018,10-70,10,70,Y,717,"AB, ME",,2021,1/26/2021,0.540903,01/26/2021 12:58:54,13,1,left,True,81,8,64.018355,-144.926142,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
71,9/21/2018,10-71,10,71,Y,680,"AB, ME",,2018,9/21/2018,,NA,0.1,0,NA,NA,0,0,64.00743,-144.83818,0_Tagging,NA,Upper,alive,0,missing,5, ,Upper,mainstem,mainstem
72,9/20/2018,10-72,10,72,Y,715,"AB, ME",,2018,9/20/2018,,NA,0.1,0,NA,NA,0,0,64.08776,-145.34123,0_Tagging,NA,Upper,alive,0,dead,1, ,Upper,mainstem,mainstem
72,9/20/2018,10-72,10,72,Y,715,"AB, ME",,2019,5/20/2019,0.595417,05/20/2019 14:17:24,3,2,belly,False,88,10,64.041633,-144.989677,2_spring,True,Upper,alive,0,dead,1, ,Upper,mainstem,mainstem
72,9/20/2018,10-72,10,72,Y,715,"AB, ME",,2019,10/7/2019,0.327292,43745.32729,5,1,wing,True,74,8,64.028918,-144.917738,4_fall,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
72,9/20/2018,10-72,10,72,Y,715,"AB, ME",,2020,11/1/2020,0.503738,11/01/2020 12:05:23,11,1,wing,True,55,3,64.01961,-144.922186,4_fall,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
72,9/20/2018,10-72,10,72,Y,715,"AB, ME",,2021,1/26/2021,0.700706,01/26/2021 16:49:01,13,1,left,True,60,3,64.040546,-144.910781,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
73,9/21/2018,10-73,10,73,Y,688,"AB, ME",,2018,9/21/2018,,NA,0.1,0,NA,NA,0,0,64.00743,-144.83818,0_Tagging,NA,Upper,alive,0,dead,1, ,Upper,mainstem,mainstem
73,9/21/2018,10-73,10,73,Y,688,"AB, ME",,2019,12/17/2019,0.625046,12/17/2019 15:00:04,6,1,belly,False,66,3,64.75445,-147.474888,1_winter,True,Middle,alive,0,dead,1, ,Upper,mainstem,mainstem
73,9/21/2018,10-73,10,73,Y,688,"AB, ME",,2021,1/13/2021,0.581123,01/13/2021 13:56:49,12,1,left,True,57,8,64.98727,-150.907631,1_winter,True,Lower,dead,1,dead,1, ,Upper,mainstem,mainstem
74,9/20/2018,10-74,10,74,Y,652,"AB, ME",,2018,9/20/2018,,NA,0.1,0,NA,NA,0,0,64.05953,-145.15591,0_Tagging,NA,Upper,alive,0,dead,1, ,Upper,mainstem,mainstem
74,9/20/2018,10-74,10,74,Y,652,"AB, ME",,2019,1/26/2019,0.528657,01/26/2019 12:41:16,1,1,belly,False,173,5,64.059714,-145.175007,1_winter,True,Upper,alive,0,dead,1, ,Upper,mainstem,mainstem
74,9/20/2018,10-74,10,74,Y,652,"AB, ME",,2019,2/6/2019,0.45397,02/06/2019 10:53:43,2,1,belly,False,251,12,64.057417,-145.167626,1_winter,True,Upper,alive,0,dead,1, ,Upper,mainstem,mainstem
74,9/20/2018,10-74,10,74,Y,652,"AB, ME",,2019,5/20/2019,0.592315,05/20/2019 14:12:56,3,2,wing,True,83,6,64.060306,-145.244675,2_spring,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
74,9/20/2018,10-74,10,74,Y,652,"AB, ME",,2019,7/25/2019,0.507731,07/25/2019 12:11:08,4,1,wing,True,64,6,64.056848,-145.204697,3_summer,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
74,9/20/2018,10-74,10,74,Y,652,"AB, ME",,2019,10/7/2019,0.18735,43745.18735,5,1,wing,True,89,13,64.056233,-145.2126,4_fall,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
74,9/20/2018,10-74,10,74,Y,652,"AB, ME",,2019,12/17/2019,0.459583,12/17/2019 11:01:48,6,1,belly,True,129,44,64.054388,-145.210003,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
74,9/20/2018,10-74,10,74,Y,652,"AB, ME",,2020,1/21/2020,0.44066,01/21/2020 10:34:33,7,2,left,True,97,37,64.057165,-145.227683,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
74,9/20/2018,10-74,10,74,Y,652,"AB, ME",,2020,2/5/2020,0.456134,02/05/2020 10:56:50,8,1,belly,True,120,28,64.054845,-145.2096,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
74,9/20/2018,10-74,10,74,Y,652,"AB, ME",,2020,5/28/2020,0.442627,05/28/2020 10:37:23,9,1,wing,True,62,2,64.058151,-145.2081,2_spring,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
74,9/20/2018,10-74,10,74,Y,652,"AB, ME",,2020,7/29/2020,0.425359,07/29/2020 10:12:31,10,2,belly,True,95,3,64.053028,-145.21693,3_summer,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
74,9/20/2018,10-74,10,74,Y,652,"AB, ME",,2020,11/1/2020,0.499456,11/01/2020 11:59:13,11,1,wing,True,60,2,64.072113,-145.289071,4_fall,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
74,9/20/2018,10-74,10,74,Y,652,"AB, ME",,2021,1/16/2021,0.53816,01/16/2021 12:54:57,12,2,right,True,101,32,64.057053,-145.230805,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
74,9/20/2018,10-74,10,74,Y,652,"AB, ME",,2021,1/26/2021,0.535833,01/26/2021 12:51:36,13,1,right,True,69,30,64.080523,-145.340055,1_winter,False,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
75,9/22/2018,10-75,10,75,Y,736,"LG, RQ",,2018,9/22/2018,,NA,0.1,0,NA,NA,0,0,63.72553,-144.28799,0_Tagging,NA,Upper,alive,0,dead,1, ,Upper,tributary,tributary
75,9/22/2018,10-75,10,75,Y,736,"LG, RQ",,2019,5/20/2019,0.624201,05/20/2019 14:58:51,3,2,wing,True,108,12,63.769645,-144.233685,2_spring,True,Upper,dead,1,dead,1,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,tributary,tributary
75,9/22/2018,10-75,10,75,Y,736,"LG, RQ",,2019,7/25/2019,0.465231,07/25/2019 11:09:56,4,1,belly,True,89,2,63.772488,-144.238407,3_summer,True,Upper,dead,1,dead,1,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,tributary,tributary
75,9/22/2018,10-75,10,75,Y,736,"LG, RQ",,2019,10/7/2019,0.483576,10/07/2019 11:36:21,5,1,belly,True,95,7,63.773908,-144.236461,4_fall,True,Upper,dead,1,dead,1,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,tributary,tributary
75,9/22/2018,10-75,10,75,Y,736,"LG, RQ",,2019,12/17/2019,0.489687,12/17/2019 11:45:09,6,1,belly,True,93,8,63.775143,-144.239462,1_winter,True,Upper,dead,1,dead,1,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,tributary,tributary
75,9/22/2018,10-75,10,75,Y,736,"LG, RQ",,2020,2/5/2020,0.579653,02/05/2020 13:54:42,8,1,belly,True,76,4,63.773343,-144.245633,1_winter,True,Upper,dead,1,dead,1,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,tributary,tributary
75,9/22/2018,10-75,10,75,Y,736,"LG, RQ",,2020,11/1/2020,0.627269,11/01/2020 15:03:16,11,2,belly,True,60,1,63.773687,-144.23561,4_fall,True,Upper,dead,1,dead,1,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,tributary,tributary
76,9/22/2018,10-76,10,76,Y,726,"LG, RQ",,2018,9/22/2018,,NA,0.1,0,NA,NA,0,0,63.72553,-144.28799,0_Tagging,NA,Upper,alive,0,dead,1,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,tributary,tributary
76,9/22/2018,10-76,10,76,Y,726,"LG, RQ",,2019,5/20/2019,0.624884,05/20/2019 14:59:50,3,2,wing,True,82,5,63.788743,-144.188487,2_spring,True,Upper,dead,1,dead,1,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,tributary,tributary
76,9/22/2018,10-76,10,76,Y,726,"LG, RQ",,2019,7/25/2019,0.465544,07/25/2019 11:10:23,4,1,belly,True,104,7,63.780087,-144.210768,3_summer,True,Upper,dead,1,dead,1,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,tributary,tributary
76,9/22/2018,10-76,10,76,Y,726,"LG, RQ",,2019,10/7/2019,0.481505,10/07/2019 11:33:22,5,1,belly,False,74,7,63.777247,-144.214797,4_fall,True,Upper,dead,1,dead,1,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,tributary,tributary
76,9/22/2018,10-76,10,76,Y,726,"LG, RQ",,2019,12/17/2019,0.489387,12/17/2019 11:44:43,6,1,belly,True,86,17,63.784848,-144.21455,1_winter,True,Upper,dead,1,dead,1,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,tributary,tributary
76,9/22/2018,10-76,10,76,Y,726,"LG, RQ",,2020,1/21/2020,0.47294,01/21/2020 11:21:02,7,2,right,True,84,7,63.776465,-144.228457,1_winter,True,Upper,dead,1,dead,1,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,tributary,tributary
76,9/22/2018,10-76,10,76,Y,726,"LG, RQ",,2020,5/28/2020,0.587894,05/28/2020 14:06:34,9,1,belly,True,79,2,63.782645,-144.218641,2_spring,True,Upper,dead,1,dead,1,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,tributary,tributary
76,9/22/2018,10-76,10,76,Y,726,"LG, RQ",,2020,7/29/2020,0.557303,07/29/2020 13:22:31,10,2,wing,True,60,1,63.78197,-144.215762,3_summer,True,Upper,dead,1,dead,1,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,tributary,tributary
76,9/22/2018,10-76,10,76,Y,726,"LG, RQ",,2020,11/1/2020,0.626921,11/01/2020 15:02:46,11,2,belly,True,80,5,63.783897,-144.20994,4_fall,True,Upper,dead,1,dead,1,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,tributary,tributary
76,9/22/2018,10-76,10,76,Y,726,"LG, RQ",,2021,1/26/2021,0.683322,01/26/2021 16:23:59,13,1,left,True,72,3,63.787096,-144.201697,1_winter,True,Upper,dead,1,dead,1,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,tributary,tributary
77,9/22/2018,10-77,10,77,Y,657,"LG, RQ",,2018,9/22/2018,,NA,0.1,0,NA,NA,0,0,63.72553,-144.28799,0_Tagging,NA,Upper,alive,0,dead,1,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,tributary,tributary
77,9/22/2018,10-77,10,77,Y,657,"LG, RQ",,2019,2/6/2019,0.580637,02/06/2019 13:56:07,2,1,belly,True,119,3,63.764062,-144.258493,1_winter,True,Upper,dead,1,dead,1,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,tributary,tributary
77,9/22/2018,10-77,10,77,Y,657,"LG, RQ",,2019,5/20/2019,0.624363,05/20/2019 14:59:05,3,2,belly,True,124,6,63.774347,-144.22455,2_spring,True,Upper,dead,1,dead,1,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,tributary,tributary
77,9/22/2018,10-77,10,77,Y,657,"LG, RQ",,2019,7/25/2019,0.46713,07/25/2019 11:12:40,4,1,wing,True,65,1,63.77718,-144.22457,3_summer,True,Upper,dead,1,dead,1,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,tributary,tributary
77,9/22/2018,10-77,10,77,Y,657,"LG, RQ",,2019,10/7/2019,0.211748,43745.21175,5,1,wing,True,90,3,63.775057,-144.225428,4_fall,True,Upper,dead,1,dead,1,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,tributary,tributary
77,9/22/2018,10-77,10,77,Y,657,"LG, RQ",,2019,12/17/2019,0.485706,12/17/2019 11:39:25,6,1,belly,True,74,7,63.77754,-144.22859,1_winter,True,Upper,dead,1,dead,1,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,tributary,tributary
77,9/22/2018,10-77,10,77,Y,657,"LG, RQ",,2020,1/21/2020,0.472731,01/21/2020 11:20:44,7,2,left,True,73,8,63.774265,-144.244713,1_winter,True,Upper,dead,1,dead,1,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,tributary,tributary
77,9/22/2018,10-77,10,77,Y,657,"LG, RQ",,2020,2/5/2020,0.579664,02/05/2020 13:54:43,8,1,belly,True,81,5,63.772885,-144.246183,1_winter,True,Upper,dead,1,dead,1,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,tributary,tributary
77,9/22/2018,10-77,10,77,Y,657,"LG, RQ",,2020,5/28/2020,0.588079,05/28/2020 14:06:50,9,1,belly,True,67,3,63.776363,-144.233675,2_spring,True,Upper,dead,1,dead,1,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,tributary,tributary
77,9/22/2018,10-77,10,77,Y,657,"LG, RQ",,2020,11/1/2020,0.627072,11/01/2020 15:02:59,11,2,belly,True,57,1,63.779217,-144.221235,4_fall,True,Upper,dead,1,dead,1,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,tributary,tributary
77,9/22/2018,10-77,10,77,N,657,"LG, RQ",,2021,1/16/2021,0.569398,01/16/2021 13:39:56,12,2,right,True,57,1,63.51064,-143.797643,1_winter,True,Upper,dead,1,dead,1,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,tributary,tributary
78,,10-78,10,78,Y,TEST TAG,TEST TAG,,2019,1/26/2019,0.697731,01/26/2019 16:44:44,1,1,belly,False,65,32,64.861836,-147.741268,1_winter,True,TEST TAG,TEST TAG,3,TEST TAG,3,TEST TAG,TEST TAG,TEST TAG,TEST TAG
78,,10-78,10,78,Y,TEST TAG,TEST TAG,,2019,10/7/2019,0.725613,10/07/2019 17:24:53,5,1,belly,False,77,3,64.86227,-147.740513,4_fall,True,TEST TAG,TEST TAG,3,TEST TAG,3,TEST TAG,TEST TAG,TEST TAG,TEST TAG
78,,10-78,10,78,Y,TEST TAG,TEST TAG,,2019,12/18/2019,0.754421,12/18/2019 18:06:22,6,2,belly,False,57,1,64.861572,-147.741287,1_winter,True,TEST TAG,TEST TAG,3,TEST TAG,3,TEST TAG,TEST TAG,TEST TAG,TEST TAG
78,,10-78,10,78,Y,TEST TAG,TEST TAG,,2020,1/16/2020,0.710718,01/16/2020 17:03:26,7,2,left,False,117,46,64.861938,-147.74112,1_winter,True,TEST TAG,TEST TAG,3,TEST TAG,3,TEST TAG,TEST TAG,TEST TAG,TEST TAG
78,,10-78,10,78,Y,TEST TAG,TEST TAG,,2020,2/5/2020,0.643773,02/05/2020 15:27:02,8,1,wing,True,51,9,64.790403,-147.7506,1_winter,True,TEST TAG,TEST TAG,3,TEST TAG,3,TEST TAG,TEST TAG,TEST TAG,TEST TAG
78,,10-78,10,78,Y,TEST TAG,TEST TAG,,2020,7/29/2020,0.62765,07/29/2020 15:03:49,10,2,belly,False,52,1,64.844847,-147.764098,3_summer,True,TEST TAG,TEST TAG,3,TEST TAG,3,TEST TAG,TEST TAG,TEST TAG,TEST TAG
78,,10-78,10,78,Y,TEST TAG,TEST TAG,,2018,NA,,NA,0.1,0,NA,NA,0,0,64.861836,-147.741268,0_Tagging,NA,TEST TAG,TEST TAG,3,TEST TAG,3,TEST TAG,TEST TAG,TEST TAG,TEST TAG
79,9/27/2018,10-79,10,79,Y,744,"LG, BB",,2018,9/27/2018,,NA,0.1,0,NA,NA,0,0,63.39333,-143.4705,0_Tagging,NA,Upper,alive,0,dead,1, 740 first measured length,Upper,mainstem,mainstem
79,9/27/2018,10-79,10,79,Y,744,"LG, BB",,2019,1/26/2019,0.489502,01/26/2019 11:44:53,1,1,belly,True,186,11,63.388509,-143.520642,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
79,9/27/2018,10-79,10,79,Y,744,"LG, BB",,2019,2/6/2019,0.498553,02/06/2019 11:57:55,2,1,belly,True,255,15,63.38958,-143.508966,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
79,9/27/2018,10-79,10,79,Y,744,"LG, BB",,2019,5/20/2019,0.644317,05/20/2019 15:27:49,3,2,wing,True,75,2,63.393225,-143.524703,2_spring,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
79,9/27/2018,10-79,10,79,Y,744,"LG, BB",,2019,7/25/2019,0.441366,07/25/2019 10:35:34,4,1,wing,True,84,17,63.385458,-143.512037,3_summer,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
79,9/27/2018,10-79,10,79,Y,744,"LG, BB",,2019,10/7/2019,0.300035,43745.30003,5,1,wing,True,100,14,63.385887,-143.504623,4_fall,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
79,9/27/2018,10-79,10,79,Y,744,"LG, BB",,2019,12/17/2019,0.50765,12/17/2019 12:11:01,6,1,belly,True,115,20,63.390502,-143.505815,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
79,9/27/2018,10-79,10,79,Y,744,"LG, BB",,2020,1/21/2020,0.49235,01/21/2020 11:48:59,7,2,left,True,105,24,63.391383,-143.518182,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
79,9/27/2018,10-79,10,79,Y,744,"LG, BB",,2020,2/5/2020,0.496238,02/05/2020 11:54:35,8,1,belly,True,126,57,63.387065,-143.495893,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
79,9/27/2018,10-79,10,79,Y,744,"LG, BB",,2020,5/28/2020,0.479549,05/28/2020 11:30:33,9,1,wing,True,62,3,63.391433,-143.495223,2_spring,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
80,9/28/2018,10-80,10,80,Y,717,"ME, LG",,2019,1/26/2019,0.486354,01/26/2019 11:40:21,1,1,wing,False,116,2,63.292948,-142.659856,1_winter,True,Upper,alive,0,dead,1, ,Upper,tributary,tributary
80,9/28/2018,10-80,10,80,Y,717,"ME, LG",,2019,2/6/2019,0.513345,02/06/2019 12:19:13,2,1,wing,True,183,14,63.311806,-142.666921,1_winter,True,Upper,alive,0,dead,1, ,Upper,tributary,tributary
80,9/28/2018,10-80,10,80,Y,717,"ME, LG",,2019,5/20/2019,0.639907,05/20/2019 15:21:28,3,2,belly,False,81,4,63.458473,-143.833563,2_spring,True,Upper,alive,0,dead,1, ,Upper,tributary,tributary
80,9/28/2018,10-80,10,80,Y,717,"ME, LG",,2019,7/25/2019,0.450706,07/25/2019 10:49:01,4,1,wing,True,96,9,63.529535,-143.790482,3_summer,True,Upper,dead,1,dead,1, ,Upper,tributary,tributary
80,9/28/2018,10-80,10,80,Y,717,"ME, LG",,2019,10/7/2019,0.493472,10/07/2019 11:50:36,5,1,belly,True,121,73,63.524675,-143.78557,4_fall,True,Upper,dead,1,dead,1, ,Upper,tributary,tributary
80,9/28/2018,10-80,10,80,Y,717,"ME, LG",,2019,12/17/2019,0.500856,12/17/2019 12:01:14,6,1,belly,True,118,33,63.527755,-143.785306,1_winter,True,Upper,dead,1,dead,1, ,Upper,tributary,tributary
80,9/28/2018,10-80,10,80,Y,717,"ME, LG",,2020,1/21/2020,0.485463,01/21/2020 11:39:04,7,2,left,True,99,39,63.542723,-143.78748,1_winter,True,Upper,dead,1,dead,1, ,Upper,tributary,tributary
80,9/28/2018,10-80,10,80,Y,717,"ME, LG",,2020,2/5/2020,0.490081,02/05/2020 11:45:43,8,1,belly,True,130,39,63.522918,-143.78811,1_winter,True,Upper,dead,1,dead,1, ,Upper,tributary,tributary
80,9/28/2018,10-80,10,80,Y,717,"ME, LG",,2020,5/28/2020,0.473287,05/28/2020 11:21:32,9,1,belly,False,124,39,63.52631,-143.78399,2_spring,True,Upper,dead,1,dead,1, ,Upper,tributary,tributary
80,9/28/2018,10-80,10,80,Y,717,"ME, LG",,2020,7/29/2020,0.455532,07/29/2020 10:55:58,10,2,belly,True,106,10,63.52569,-143.784375,3_summer,True,Upper,dead,1,dead,1, ,Upper,tributary,tributary
80,9/28/2018,10-80,10,80,Y,717,"ME, LG",,2020,11/1/2020,0.528889,11/01/2020 12:41:36,11,2,belly,True,138,18,63.52496,-143.78132,4_fall,True,Upper,dead,1,dead,1, ,Upper,tributary,tributary
80,9/28/2018,10-80,10,80,Y,717,"ME, LG",,2021,1/16/2021,0.568669,01/16/2021 13:38:53,12,2,right,True,88,9,63.537578,-143.794507,1_winter,True,Upper,dead,1,dead,1, ,Upper,tributary,tributary
80,9/28/2018,10-80,10,80,Y,717,"ME, LG",,2021,1/26/2021,0.562315,01/26/2021 13:29:44,13,1,left,True,108,26,63.535855,-143.787236,1_winter,True,Upper,dead,1,dead,1, ,Upper,tributary,tributary
80,9/28/2018,10-80,10,80,Y,717,"ME, LG",,2018,9/28/2018,,NA,0.1,0,NA,NA,0,0,63.3900,-143.44148,0_Tagging,NA,Upper,alive,0,dead,1,148.100 80 !!! SHOWS UP IN FLIGHTS.  Haven't found in datasheet yet,Upper,tributary,tributary
81,9/28/2018,10-81,10,81,Y,832,"LG, ME",,2018,9/28/2018,,NA,0.1,0,NA,NA,0,0,63.39004,-143.44148,0_Tagging,NA,Upper,alive,0,dead,1, ,Upper,mainstem,mainstem
81,9/28/2018,10-81,10,81,Y,832,"LG, ME",,2019,1/26/2019,0.488669,01/26/2019 11:43:41,1,1,belly,True,241,8,63.388266,-143.451858,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
81,9/28/2018,10-81,10,81,Y,832,"LG, ME",,2019,2/6/2019,0.497789,02/06/2019 11:56:49,2,1,wing,True,128,9,63.387216,-143.455781,1_winter,False,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
81,9/28/2018,10-81,10,81,Y,832,"LG, ME",,2019,7/25/2019,0.440556,07/25/2019 10:34:24,4,1,wing,False,66,4,63.391148,-143.45533,3_summer,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
81,9/28/2018,10-81,10,81,Y,832,"LG, ME",,2019,10/7/2019,0.230093,43745.23009,5,1,wing,True,64,6,63.388065,-143.49578,4_fall,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
81,9/28/2018,10-81,10,81,Y,832,"LG, ME",,2019,12/17/2019,0.507639,12/17/2019 12:11:00,6,1,belly,True,53,2,63.390495,-143.506845,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
81,9/28/2018,10-81,10,81,Y,832,"LG, ME",,2020,1/21/2020,0.4925,01/21/2020 11:49:12,7,2,left,True,65,3,63.3891,-143.506578,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
81,9/28/2018,10-81,10,81,Y,832,"LG, ME",,2020,2/5/2020,0.496215,02/05/2020 11:54:33,8,1,belly,True,78,5,63.388088,-143.49839,1_winter,True,Upper,dead,1,dead,1, ,Upper,mainstem,mainstem
82,9/24/2018,10-82,10,82,Y,697,"LG, BB",,2018,9/24/2018,,NA,0.1,0,NA,NA,0,0,63.01401,-141.813,0_Tagging,NA,Upper,alive,0,harvested,2, ,Upper,tributary,tributary
82,9/24/2018,10-82,10,82,Y,697,"LG, BB",,2019,1/26/2019,0.470764,01/26/2019 11:17:54,1,1,wing,False,171,9,62.981997,-141.723358,1_winter,True,Upper,alive,0,harvested,2, ,Upper,tributary,tributary
82,9/24/2018,10-82,10,82,Y,697,"LG, BB",,2019,2/6/2019,0.549525,02/06/2019 13:11:19,2,1,belly,False,235,9,62.928053,-141.627853,1_winter,True,Upper,alive,0,harvested,2, ,Upper,tributary,tributary
82,9/24/2018,10-82,10,82,Y,697,"LG, BB",,2019,5/20/2019,0.670972,05/20/2019 16:06:12,3,2,belly,False,107,28,63.013568,-141.818868,2_spring,True,Upper,alive,0,harvested,2, ,Upper,tributary,tributary
83,9/24/2018,10-83,10,83,Y,870,"LG, BB",,2018,9/24/2018,,NA,0.1,0,NA,NA,0,0,63.01401,-141.813,0_Tagging,NA,Upper,alive,0,alive,0, ,Upper,tributary,tributary
83,9/24/2018,10-83,10,83,Y,870,"LG, BB",,2019,1/26/2019,0.460463,01/26/2019 11:03:04,1,1,belly,False,183,13,62.946464,-141.666065,1_winter,True,Upper,alive,0,alive,0, ,Upper,tributary,tributary
83,9/24/2018,10-83,10,83,Y,870,"LG, BB",,2019,2/6/2019,0.549931,02/06/2019 13:11:54,2,1,belly,False,235,12,62.94177,-141.65234,1_winter,True,Upper,alive,0,alive,0, ,Upper,tributary,tributary
83,9/24/2018,10-83,10,83,Y,870,"LG, BB",,2019,5/20/2019,0.664873,05/20/2019 15:57:25,3,2,wing,False,69,1,63.161077,-142.161697,2_spring,True,Upper,alive,0,alive,0, ,Upper,tributary,tributary
83,9/24/2018,10-83,10,83,Y,870,"LG, BB",,2019,10/7/2019,0.518102,10/07/2019 12:26:04,5,1,belly,False,84,3,63.134585,-142.112097,4_fall,True,Upper,alive,0,alive,0, ,Upper,tributary,tributary
83,9/24/2018,10-83,10,83,Y,870,"LG, BB",,2019,12/17/2019,0.56287,12/17/2019 13:30:32,6,1,wing,False,95,22,63.081062,-141.98623,1_winter,True,Upper,alive,0,alive,0, ,Upper,tributary,tributary
83,9/24/2018,10-83,10,83,Y,870,"LG, BB",,2020,1/21/2020,0.515567,01/21/2020 12:22:25,7,2,left,False,89,11,63.085138,-142.007935,1_winter,True,Upper,alive,0,alive,0, ,Upper,tributary,tributary
83,9/24/2018,10-83,10,83,Y,870,"LG, BB",,2020,2/5/2020,0.520058,02/05/2020 12:28:53,8,1,wing,False,93,17,63.08113,-141.998175,1_winter,True,Upper,alive,0,alive,0, ,Upper,tributary,tributary
83,9/24/2018,10-83,10,83,Y,870,"LG, BB",,2020,7/29/2020,0.487176,07/29/2020 11:41:32,10,2,belly,False,79,5,63.041145,-141.847597,3_summer,True,Upper,alive,0,alive,0, ,Upper,tributary,tributary
83,9/24/2018,10-83,10,83,Y,870,"LG, BB",,2020,11/1/2020,0.55956,11/01/2020 13:25:46,11,2,belly,False,105,14,62.934245,-141.644465,4_fall,True,Upper,alive,0,alive,0, ,Upper,tributary,tributary
83,9/24/2018,10-83,10,83,Y,870,"LG, BB",,2021,1/16/2021,0.61184,01/16/2021 14:41:03,12,2,right,False,72,1,62.794055,-141.48988,1_winter,True,Upper,alive,0,alive,0, ,Upper,tributary,tributary
