helper__unique_id_num*date*lat*long,unique_id,unique_id_num,tagging_date,channel,tag_id,use,total_length,crew,tagger,year,date,time,date_time,flight_num,flight_day,antenna,mort,power,hits,latitude,longitude,time_frame,highest_signal,section,current_state,current_state_num,fate_detailed,fate_detailed_num,notes,tagging_location,life_history,tagging_habitat,spawning_use,spawning_season
98-43601-63.04775-141.9165,10-97,98,5/16/2019,10,97,Y,740,"LSA, MG",,2019,5/16/2019,,NA,0.1,0,NA,NA,0,0,63.04775,-141.9165,0_Tagging,NA,Upper,alive,0,dead,1,healthy,Upper,tributary,mainstem,,
98-43605-63.062963-141.976053,10-97,98,5/16/2019,10,97,Y,740,"LSA, MG",,2019,5/20/2019,0.668356,5/20/2019 16:02,3,2,belly,FALSE,70,1,63.062963,-141.976053,2_spring,TRUE,Upper,alive,0,dead,1,,Upper,tributary,mainstem,,
98-43745-62.797038-141.491962,10-97,98,5/16/2019,10,97,Y,740,"LSA, MG",,2019,10/7/2019,0.259271,43745.25927,5,1,wing,TRUE,102,18,62.797038,-141.491962,4_fall,TRUE,Upper,alive,0,dead,1,,Upper,tributary,mainstem,,
98-43816-62.796453-141.488757,10-97,98,5/16/2019,10,97,Y,740,"LSA, MG",,2019,12/17/2019,0.540463,12/17/2019 12:58,6,1,belly,TRUE,137,35,62.796453,-141.488757,1_winter,TRUE,Upper,dead,1,dead,1,,Upper,tributary,mainstem,N,2019_2020
98-43851-62.800343-141.48421,10-97,98,5/16/2019,10,97,Y,740,"LSA, MG",,2020,1/21/2020,0.52684,1/21/2020 12:38,7,2,left,TRUE,121,21,62.800343,-141.48421,1_winter,TRUE,Upper,dead,1,dead,1,,Upper,tributary,mainstem,N,2019_2020
98-43866-62.794237-141.484883,10-97,98,5/16/2019,10,97,Y,740,"LSA, MG",,2020,2/5/2020,0.530868,2/5/2020 12:44,8,1,belly,TRUE,144,26,62.794237,-141.484883,1_winter,TRUE,Upper,dead,1,dead,1,,Upper,tributary,mainstem,N,2019_2020
98-43979-62.79732-141.489182,10-97,98,5/16/2019,10,97,Y,740,"LSA, MG",,2020,5/28/2020,0.534491,5/28/2020 12:49,9,1,belly,TRUE,117,25,62.79732,-141.489182,2_spring,TRUE,Upper,dead,1,dead,1,,Upper,tributary,mainstem,,
98-44041-62.797963-141.485912,10-97,98,5/16/2019,10,97,Y,740,"LSA, MG",,2020,7/29/2020,0.495556,7/29/2020 11:53,10,2,belly,FALSE,114,15,62.797963,-141.485912,3_summer,TRUE,Upper,dead,1,dead,1,,Upper,tributary,mainstem,,
98-44136-62.795488-141.486743,10-97,98,5/16/2019,10,97,Y,740,"LSA, MG",,2020,11/1/2020,0.564005,11/1/2020 13:32,11,2,belly,TRUE,144,37,62.795488,-141.486743,4_fall,TRUE,Upper,dead,1,dead,1,,Upper,tributary,mainstem,,
98-44212-62.80684-141.505777,10-97,98,5/16/2019,10,97,Y,740,"LSA, MG",,2021,1/16/2021,0.611447,1/16/2021 14:40,12,2,right,TRUE,110,20,62.80684,-141.505777,1_winter,TRUE,Upper,dead,1,dead,1,,Upper,tributary,mainstem,N,2020_2021
98-44222-62.79134-141.480205,10-97,98,5/16/2019,10,97,Y,740,"LSA, MG",,2021,1/26/2021,0.606956,1/26/2021 14:34,13,1,left,TRUE,96,64,62.79134,-141.480205,1_winter,TRUE,Upper,dead,1,dead,1,,Upper,tributary,mainstem,N,2020_2021
99-43599-63.01486-141.8136,10-98,99,5/14/2019,10,98,Y,730,"LSA, MG",,2019,5/14/2019,,NA,0.1,0,NA,NA,0,0,63.01486,-141.8136,0_Tagging,NA,Upper,alive,0,dead,1,,Upper,tributary,tributary,,
99-43671-63.053115-141.87995,10-98,99,5/14/2019,10,98,Y,730,"LSA, MG",,2019,7/25/2019,0.403981,7/25/2019 9:41,4,1,wing,TRUE,54,4,63.053115,-141.87995,3_summer,TRUE,Upper,dead,1,dead,1,,Upper,tributary,tributary,,
99-43745-63.05126-141.882748,10-98,99,5/14/2019,10,98,Y,730,"LSA, MG",,2019,10/7/2019,0.521007,10/7/2019 12:30,5,1,belly,TRUE,104,7,63.05126,-141.882748,4_fall,TRUE,Upper,dead,1,dead,1,,Upper,tributary,tributary,,
99-43816-63.048703-141.877943,10-98,99,5/14/2019,10,98,Y,730,"LSA, MG",,2019,12/17/2019,0.531968,12/17/2019 12:46,6,1,belly,TRUE,74,2,63.048703,-141.877943,1_winter,TRUE,Upper,dead,1,dead,1,,Upper,tributary,tributary,N,2019_2020
99-43851-63.053303-141.902323,10-98,99,5/14/2019,10,98,Y,730,"LSA, MG",,2020,1/21/2020,0.517234,1/21/2020 12:24,7,2,left,TRUE,90,21,63.053303,-141.902323,1_winter,TRUE,Upper,dead,1,dead,1,,Upper,tributary,tributary,N,2019_2020
99-43866-63.053158-141.878725,10-98,99,5/14/2019,10,98,Y,730,"LSA, MG",,2020,2/5/2020,0.521655,2/5/2020 12:31,8,1,belly,TRUE,98,20,63.053158,-141.878725,1_winter,TRUE,Upper,dead,1,dead,1,,Upper,tributary,tributary,N,2019_2020
99-43979-63.049625-141.891295,10-98,99,5/14/2019,10,98,Y,730,"LSA, MG",,2020,5/28/2020,0.526042,5/28/2020 12:37,9,1,belly,TRUE,94,32,63.049625,-141.891295,2_spring,TRUE,Upper,dead,1,dead,1,,Upper,tributary,tributary,,
99-44041-63.056442-141.885408,10-98,99,5/14/2019,10,98,Y,730,"LSA, MG",,2020,7/29/2020,0.527998,7/29/2020 12:40,10,2,belly,TRUE,80,10,63.056442,-141.885408,3_summer,TRUE,Upper,dead,1,dead,1,,Upper,tributary,tributary,,
99-44136-63.051176-141.89971,10-98,99,5/14/2019,10,98,Y,730,"LSA, MG",,2020,11/1/2020,0.594618,11/1/2020 14:16,11,1,wing,TRUE,67,14,63.051176,-141.89971,4_fall,TRUE,Upper,dead,1,dead,1,,Upper,tributary,tributary,,
99-44212-63.052038-141.880322,10-98,99,5/14/2019,10,98,Y,730,"LSA, MG",,2021,1/16/2021,0.602338,1/16/2021 14:27,12,2,right,TRUE,85,16,63.052038,-141.880322,1_winter,TRUE,Upper,dead,1,dead,1,,Upper,tributary,tributary,N,2020_2021
99-44222-63.054577-141.905628,10-98,99,5/14/2019,10,98,Y,730,"LSA, MG",,2021,1/26/2021,0.598044,1/26/2021 14:21,13,1,right,TRUE,89,38,63.054577,-141.905628,1_winter,TRUE,Upper,dead,1,dead,1,,Upper,tributary,tributary,N,2020_2021
100-43599-63.02844-141.83102,10-99,100,5/14/2019,10,99,Y,710,"LSA, MG",,2019,5/14/2019,,NA,0.1,0,NA,NA,0,0,63.02844,-141.83102,0_Tagging,NA,Upper,alive,0,dead,1,,Upper,tributary,tributary,,
100-43605-63.071812-141.991035,10-99,100,5/14/2019,10,99,Y,710,"LSA, MG",,2019,5/20/2019,0.66809,5/20/2019 16:02,3,2,wing,FALSE,76,4,63.071812,-141.991035,2_spring,TRUE,Upper,alive,0,dead,1,,Upper,tributary,tributary,,
100-43671-63.158362-142.119648,10-99,100,5/14/2019,10,99,Y,710,"LSA, MG",,2019,7/25/2019,0.409965,7/25/2019 9:50,4,1,wing,TRUE,49,2,63.158362,-142.119648,3_summer,TRUE,Upper,dead,1,dead,1,,Upper,tributary,tributary,,
100-43745-63.157038-142.129307,10-99,100,5/14/2019,10,99,Y,710,"LSA, MG",,2019,10/7/2019,0.247847,43745.24785,5,1,wing,TRUE,63,4,63.157038,-142.129307,4_fall,TRUE,Upper,dead,1,dead,1,,Upper,tributary,tributary,,
100-43816-63.158018-142.144497,10-99,100,5/14/2019,10,99,Y,710,"LSA, MG",,2019,12/17/2019,0.527697,12/17/2019 12:39,6,1,belly,TRUE,46,1,63.158018,-142.144497,1_winter,TRUE,Upper,dead,1,dead,1,,Upper,tributary,tributary,N,2019_2020
100-43851-63.158722-142.138613,10-99,100,5/14/2019,10,99,Y,710,"LSA, MG",,2020,1/21/2020,0.513194,1/21/2020 12:19,7,2,left,TRUE,69,2,63.158722,-142.138613,1_winter,TRUE,Upper,dead,1,dead,1,,Upper,tributary,tributary,N,2019_2020
100-43866-63.161678-142.146488,10-99,100,5/14/2019,10,99,Y,710,"LSA, MG",,2020,2/5/2020,0.517558,2/5/2020 12:25,8,1,wing,TRUE,51,2,63.161678,-142.146488,1_winter,TRUE,Upper,dead,1,dead,1,,Upper,tributary,tributary,N,2019_2020
101-43607-63.05377-141.91879,10-100,101,5/22/2019,10,100,Y,695,"JS, DF, LSA",,2019,5/22/2019,,NA,0.1,0,NA,NA,0,0,63.05377,-141.91879,0_Tagging,NA,Upper,alive,0,alive,0,,Upper,tributary,tributary,,
101-43671-63.044307-141.847387,10-100,101,5/22/2019,10,100,Y,695,"JS, DF, LSA",,2019,7/25/2019,0.403438,7/25/2019 9:40,4,1,wing,FALSE,50,2,63.044307,-141.847387,3_summer,TRUE,Upper,alive,0,alive,0,,Upper,tributary,tributary,,
101-43745-63.014718-141.822096,10-100,101,5/22/2019,10,100,Y,695,"JS, DF, LSA",,2019,10/7/2019,0.521991,10/7/2019 12:31,5,1,belly,FALSE,80,8,63.014718,-141.822096,4_fall,TRUE,Upper,alive,0,alive,0,,Upper,tributary,tributary,,
101-43816-62.796962-141.488947,10-100,101,5/22/2019,10,100,Y,695,"JS, DF, LSA",,2019,12/17/2019,0.540451,12/17/2019 12:58,6,1,belly,TRUE,84,18,62.796962,-141.488947,1_winter,TRUE,Upper,alive,0,alive,0,,Upper,tributary,tributary,N,2019_2020
101-43866-62.807317-141.495672,10-100,101,5/22/2019,10,100,Y,695,"JS, DF, LSA",,2020,2/5/2020,0.530532,2/5/2020 12:43,8,1,belly,FALSE,88,15,62.807317,-141.495672,1_winter,TRUE,Upper,alive,0,alive,0,,Upper,tributary,tributary,Y,2019_2020
101-43979-62.991383-141.750627,10-100,101,5/22/2019,10,100,Y,695,"JS, DF, LSA",,2020,5/28/2020,0.528079,5/28/2020 12:40,9,1,belly,TRUE,89,15,62.991383,-141.750627,2_spring,TRUE,Upper,alive,0,alive,0,,Upper,tributary,tributary,,
101-44136-63.012741-141.822025,10-100,101,5/22/2019,10,100,Y,695,"JS, DF, LSA",,2020,11/1/2020,0.557037,11/1/2020 13:22,11,1,wing,FALSE,70,3,63.012741,-141.822025,4_fall,TRUE,Upper,alive,0,alive,0,,Upper,tributary,tributary,,
101-44212-62.828693-141.589092,10-100,101,5/22/2019,10,100,Y,695,"JS, DF, LSA",,2021,1/16/2021,0.610243,1/16/2021 14:38,12,2,right,FALSE,51,2,62.828693,-141.589092,1_winter,TRUE,Upper,alive,0,alive,0,,Upper,tributary,tributary,Y,2020_2021
102-43366-64.97942-151.54503,22-1,102,9/23/2018,22,1,Y,665,"BC, HS",HS,2018,9/23/2018,,NA,0.1,0,NA,NA,0,0,64.97942,-151.54503,0_Tagging,NA,Lower,alive,0,dead,1,,Lower,tributary,mainstem,,
102-43501-64.811556-151.454821,22-1,102,9/23/2018,22,1,Y,665,"BC, HS",HS,2019,2/5/2019,0.58897,2/5/2019 14:08,2,1,belly,FALSE,52,3,64.811556,-151.454821,1_winter,FALSE,Lower,alive,0,dead,1,,Lower,tributary,mainstem,Y,2018_2019
102-43584-65.136245-152.57547,22-1,102,9/23/2018,22,1,Y,665,"BC, HS",HS,2019,4/29/2019,,4/29/2019,2.5,5,Yukon belly,,0,0,65.136245,-152.57547,2_spring,NA,Yukon,alive,0,dead,1,,Lower,tributary,mainstem,,
102-43648-66.351683-147.140085,22-1,102,9/23/2018,22,1,N,665,"BC, HS",HS,2019,7/2/2019,,7/2/2019,3.5,5,Yukon belly,FALSE,0,0,66.351683,-147.140085,3_summer,NA,Yukon,fake,4,fake,4,prob space noise around Beaver?,Lower,tributary,mainstem,,
102-43672-65.141152-152.582583,22-1,102,9/23/2018,22,1,Y,665,"BC, HS",HS,2019,7/26/2019,0.690185,7/26/2019 16:33,4,2,belly,TRUE,67,87,65.141152,-152.582583,3_summer,FALSE,Yukon,alive,0,dead,1,,Lower,tributary,mainstem,,
102-43743-65.137891-152.575217,22-1,102,9/23/2018,22,1,Y,665,"BC, HS",HS,2019,10/5/2019,,,5,5,Yukon belly,TRUE,0,0,65.137891,-152.575217,4_fall,NA,Yukon,dead,1,dead,1,,Lower,tributary,mainstem,,
103-43369-64.95847-150.46498,22-2,103,9/26/2018,22,2,Y,800,"BC, HS",,2018,9/26/2018,,NA,0.1,0,NA,NA,0,0,64.95847,-150.46498,0_Tagging,NA,Lower,alive,0,alive,0,,Lower,mainstem,mainstem,,
103-43503-64.581058-148.927837,22-2,103,9/26/2018,22,2,Y,800,"BC, HS",,2019,2/7/2019,0.468773,2/7/2019 11:15,2,2,belly,FALSE,160,7,64.581058,-148.927837,1_winter,TRUE,Middle,alive,0,alive,0,,Lower,mainstem,mainstem,Y,2018_2019
103-43584-64.966329-150.476321,22-2,103,9/26/2018,22,2,Y,800,"BC, HS",,2019,4/29/2019,,4/29/2019,2.5,5,Yukon belly,FALSE,0,0,64.966329,-150.476321,2_spring,NA,Lower,alive,0,alive,0,,Lower,mainstem,mainstem,,
103-43648-64.954016-151.013665,22-2,103,9/26/2018,22,2,N,800,"BC, HS",,2019,7/2/2019,,7/2/2019,3.5,5,Yukon belly,FALSE,0,0,64.954016,-151.013665,3_summer,NA,Lower,alive,0,alive,0,,Lower,mainstem,mainstem,,
103-43672-64.962512-150.973313,22-2,103,9/26/2018,22,2,Y,800,"BC, HS",,2019,7/26/2019,0.663947,7/26/2019 15:56,4,2,wing,FALSE,81,103,64.962512,-150.973313,3_summer,FALSE,Lower,alive,0,alive,0,,Lower,mainstem,mainstem,,
103-43743-64.961777-150.628963,22-2,103,9/26/2018,22,2,Y,800,"BC, HS",,2019,10/5/2019,,10/5/2019,5,5,Yukon belly,FALSE,0,0,64.961777,-150.628963,4_fall,NA,Lower,alive,0,alive,0,,Lower,mainstem,mainstem,,
103-43817-64.967735-150.629518,22-2,103,9/26/2018,22,2,Y,800,"BC, HS",,2019,12/18/2019,0.54397,12/18/2019 13:03,6,2,wing,TRUE,85,224,64.967735,-150.629518,1_winter,FALSE,Lower,alive,0,alive,0,,Lower,mainstem,mainstem,N,2019_2020
103-43845-64.965885-150.630555,22-2,103,9/26/2018,22,2,Y,800,"BC, HS",,2020,1/15/2020,0.468368,1/15/2020 11:14,7,1,left,TRUE,105,204,64.965885,-150.630555,1_winter,FALSE,Lower,alive,0,alive,0,,Lower,mainstem,mainstem,Y,2019_2020
103-43869-64.965173-150.653448,22-2,103,9/26/2018,22,2,Y,800,"BC, HS",,2020,2/8/2020,0.52081,2/8/2020 12:29,8,2,wing,TRUE,98,171,64.965173,-150.653448,1_winter,TRUE,Lower,alive,0,alive,0,,Lower,mainstem,mainstem,N,2019_2020
103-44126-64.967095-150.477047,22-2,103,9/26/2018,22,2,Y,800,"BC, HS",,2020,10/22/2020,0.534884,10/22/2020 12:50,11,1,wing,FALSE,50,182,64.967095,-150.477047,4_fall,FALSE,Lower,alive,0,alive,0,,Lower,mainstem,mainstem,,
103-44209-65.162651-152.243335,22-2,103,9/26/2018,22,2,Y,800,"BC, HS",,2021,1/13/2021,0.564711,1/13/2021 13:33,12,1,left,FALSE,68,189,65.162651,-152.243335,1_winter,FALSE,Yukon,alive,0,alive,0,,Lower,mainstem,mainstem,N,2020_2021
103-44223-65.115965-151.816718,22-2,103,9/26/2018,22,2,Y,800,"BC, HS",,2021,1/27/2021,0.56162,1/27/2021 13:28,13,2,left,FALSE,57,243,65.115965,-151.816718,1_winter,FALSE,Lower,alive,0,alive,0,,Lower,mainstem,mainstem,Y,2020_2021
104-43366-64.97942-151.54503,22-3,104,9/23/2018,22,3,Y,745,"BC, HS",HS,2018,9/23/2018,,NA,0.1,0,NA,NA,0,0,64.97942,-151.54503,0_Tagging,NA,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,,
104-43492-64.724607-149.156414,22-3,104,9/23/2018,22,3,Y,745,"BC, HS",HS,2019,1/27/2019,0.491725,1/27/2019 11:48,1,2,belly,FALSE,198,14,64.724607,-149.156414,1_winter,TRUE,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,Y,2018_2019
104-43503-64.792949-149.845449,22-3,104,9/23/2018,22,3,Y,745,"BC, HS",HS,2019,2/7/2019,0.498924,2/7/2019 11:58,2,2,belly,FALSE,255,13,64.792949,-149.845449,1_winter,TRUE,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,N,2018_2019
104-43584-64.963805-150.698983,22-3,104,9/23/2018,22,3,Y,745,"BC, HS",HS,2019,4/29/2019,,4/29/2019,2.5,5,Yukon belly,FALSE,0,0,64.963805,-150.698983,2_spring,,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,,
104-43648-64.87866-151.41896,22-3,104,9/23/2018,22,3,N,745,"BC, HS",HS,2019,7/2/2019,,7/2/2019,3.5,5,Yukon belly,FALSE,0,0,64.87866,-151.41896,3_summer,,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,,
104-43672-64.876033-151.419058,22-3,104,9/23/2018,22,3,Y,745,"BC, HS",HS,2019,7/26/2019,0.670174,7/26/2019 16:05,4,2,wing,FALSE,79,9,64.876033,-151.419058,3_summer,TRUE,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,,
104-43755-64.968452-150.830045,22-3,104,9/23/2018,22,3,Y,745,"BC, HS",HS,2019,10/17/2019,0.597674,10/17/2019 14:20,5,2,belly,FALSE,78,1,64.968452,-150.830045,4_fall,TRUE,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,,
104-43817-64.974587-150.823552,22-3,104,9/23/2018,22,3,Y,745,"BC, HS",HS,2019,12/18/2019,0.545637,12/18/2019 13:05,6,2,belly,TRUE,67,4,64.974587,-150.823552,1_winter,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,N,2019_2020
104-43845-64.970315-150.829045,22-3,104,9/23/2018,22,3,Y,745,"BC, HS",HS,2020,1/15/2020,0.470648,1/15/2020 11:17,7,1,right,TRUE,78,23,64.970315,-150.829045,1_winter,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,N,2019_2020
104-43869-64.972112-150.855777,22-3,104,9/23/2018,22,3,Y,745,"BC, HS",HS,2020,2/8/2020,0.522616,2/8/2020 12:32,8,2,wing,TRUE,73,9,64.972112,-150.855777,1_winter,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,N,2019_2020
104-43978-64.974892-150.841712,22-3,104,9/23/2018,22,3,Y,745,"BC, HS",HS,2020,5/27/2020,0.647106,5/27/2020 15:31,9,1,belly,TRUE,63,4,64.974892,-150.841712,2_spring,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,,
104-44040-64.973125-150.849957,22-3,104,9/23/2018,22,3,Y,745,"BC, HS",HS,2020,7/28/2020,0.608495,7/28/2020 14:36,10,1,belly,FALSE,67,1,64.973125,-150.849957,3_summer,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,,
104-44126-64.973732-150.867628,22-3,104,9/23/2018,22,3,Y,745,"BC, HS",HS,2020,10/22/2020,0.538576,10/22/2020 12:55,11,1,belly,TRUE,117,10,64.973732,-150.867628,4_fall,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,,
104-44209-64.973905-150.858122,22-3,104,9/23/2018,22,3,Y,745,"BC, HS",HS,2021,1/13/2021,0.540822,1/13/2021 12:58,12,1,right,TRUE,99,34,64.973905,-150.858122,1_winter,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,N,2020_2021
104-44223-64.975368-150.843413,22-3,104,9/23/2018,22,3,Y,745,"BC, HS",HS,2021,1/27/2021,0.545197,1/27/2021 13:05,13,2,left,TRUE,91,31,64.975368,-150.843413,1_winter,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,N,2020_2021
105-43366-64.97205-151.50842,22-4,105,9/23/2018,22,4,Y,688,"BC, HS",HS,2018,9/23/2018,,NA,0.1,0,NA,NA,0,0,64.97205,-151.50842,0_Tagging,NA,Lower,alive,0,alive,0,"alive*, moved to Yukon, see Lisa's 3/4/22 email",Lower,mainstem,mainstem,,
105-43492-64.896346-149.209569,22-4,105,9/23/2018,22,4,Y,688,"BC, HS",HS,2019,1/27/2019,0.495058,1/27/2019 11:52,1,2,wing,FALSE,184,9,64.896346,-149.209569,1_winter,TRUE,Lower,alive,0,alive,0,"alive*, moved to Yukon, see Lisa's 3/4/22 email",Lower,mainstem,mainstem,N,2018_2019
105-43503-64.899691-149.261029,22-4,105,9/23/2018,22,4,Y,688,"BC, HS",HS,2019,2/7/2019,0.486539,2/7/2019 11:40,2,2,belly,FALSE,254,11,64.899691,-149.261029,1_winter,TRUE,Lower,alive,0,alive,0,"alive*, moved to Yukon, see Lisa's 3/4/22 email",Lower,mainstem,mainstem,Y,2018_2019
105-43604-64.960698-150.74646,22-4,105,9/23/2018,22,4,Y,688,"BC, HS",HS,2019,5/19/2019,0.718646,5/19/2019 17:14,3,1,wing,FALSE,75,2,64.960698,-150.74646,2_spring,TRUE,Lower,alive,0,alive,0,,Lower,mainstem,mainstem,,
105-43648-64.93132-154.293548,22-4,105,9/23/2018,22,4,Y,688,"BC, HS",HS,2019,7/2/2019,,7/2/2019,3.5,5,Yukon belly,TRUE,0,0,64.93132,-154.293548,3_summer,NA,Yukon,alive,0,alive,0,,Lower,mainstem,mainstem,,
105-43743-64.951518-154.288495,22-4,105,9/23/2018,22,4,Y,688,"BC, HS",HS,2019,10/5/2019,,10/5/2019,5,5,Yukon belly,FALSE,0,0,64.951518,-154.288495,4_fall,NA,Yukon,alive,0,alive,0,,Lower,mainstem,mainstem,,
106-43366-64.97205-151.50842,22-5,106,9/23/2018,22,5,Y,655,"BC, HS",HS,2018,9/23/2018,,NA,0.1,0,NA,NA,0,0,64.97205,-151.50842,0_Tagging,NA,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,,
106-43492-64.701089-149.114674,22-5,106,9/23/2018,22,5,Y,655,"BC, HS",HS,2019,1/27/2019,0.49287,1/27/2019 11:49,1,2,belly,FALSE,198,12,64.701089,-149.114674,1_winter,TRUE,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,Y,2018_2019
106-43503-64.695149-149.131657,22-5,106,9/23/2018,22,5,Y,655,"BC, HS",HS,2019,2/7/2019,0.478924,2/7/2019 11:29,2,2,wing,FALSE,116,3,64.695149,-149.131657,1_winter,TRUE,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,N,2018_2019
106-43604-64.931215-151.535433,22-5,106,9/23/2018,22,5,Y,655,"BC, HS",HS,2019,5/19/2019,0.729884,5/19/2019 17:31,3,1,wing,FALSE,74,4,64.931215,-151.535433,2_spring,TRUE,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,,
106-43648-64.933052-151.494077,22-5,106,9/23/2018,22,5,N,655,"BC, HS",HS,2019,7/2/2019,,7/2/2019,3.5,5,Yukon belly,TRUE,0,0,64.933052,-151.494077,3_summer,NA,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,,
106-43672-64.928203-151.529918,22-5,106,9/23/2018,22,5,Y,655,"BC, HS",HS,2019,7/26/2019,0.672014,7/26/2019 16:07,4,2,belly,TRUE,90,14,64.928203,-151.529918,3_summer,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,,
106-43755-64.924182-151.509825,22-5,106,9/23/2018,22,5,Y,655,"BC, HS",HS,2019,10/17/2019,0.605313,10/17/2019 14:31,5,2,belly,TRUE,65,2,64.924182,-151.509825,4_fall,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,,
106-43817-64.924963-151.508198,22-5,106,9/23/2018,22,5,Y,655,"BC, HS",HS,2019,12/18/2019,0.552824,12/18/2019 13:16,6,2,belly,TRUE,89,34,64.924963,-151.508198,1_winter,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,N,2019_2020
106-43845-64.918997-151.494073,22-5,106,9/23/2018,22,5,Y,655,"BC, HS",HS,2020,1/15/2020,0.479907,1/15/2020 11:31,7,1,left,TRUE,87,14,64.918997,-151.494073,1_winter,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,N,2019_2020
106-43869-64.92551-151.517827,22-5,106,9/23/2018,22,5,Y,655,"BC, HS",HS,2020,2/8/2020,0.53015,2/8/2020 12:43,8,2,belly,TRUE,90,10,64.92551,-151.517827,1_winter,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,N,2019_2020
106-43978-64.922338-151.532088,22-5,106,9/23/2018,22,5,Y,655,"BC, HS",HS,2020,5/27/2020,0.657824,5/27/2020 15:47,9,1,belly,FALSE,65,6,64.922338,-151.532088,2_spring,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,,
106-44040-64.924317-151.51657,22-5,106,9/23/2018,22,5,Y,655,"BC, HS",HS,2020,7/28/2020,0.601389,7/28/2020 14:26,10,1,belly,TRUE,41,1,64.924317,-151.51657,3_summer,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,,
106-44126-64.927673-151.522347,22-5,106,9/23/2018,22,5,Y,655,"BC, HS",HS,2020,10/22/2020,0.546331,10/22/2020 13:06,11,1,wing,TRUE,67,3,64.927673,-151.522347,4_fall,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,,
106-44209-64.923431-151.513782,22-5,106,9/23/2018,22,5,Y,655,"BC, HS",HS,2021,1/13/2021,0.548449,1/13/2021 13:09,12,1,left,TRUE,76,3,64.923431,-151.513782,1_winter,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,N,2020_2021
106-44223-64.922456-151.517308,22-5,106,9/23/2018,22,5,Y,655,"BC, HS",HS,2021,1/27/2021,0.552894,1/27/2021 13:16,13,2,left,TRUE,73,4,64.922456,-151.517308,1_winter,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,N,2020_2021
107-43367-64.87958-151.27989,22-6,107,9/24/2018,22,6,Y,600,"BC, HS",,2018,9/24/2018,,NA,0.1,0,NA,NA,0,0,64.87958,-151.27989,0_Tagging,NA,Lower,alive,0,dead,1,mistaken identity,Lower,mainstem,mainstem,,
107-43492-64.574674-148.812434,22-6,107,9/24/2018,22,6,Y,600,"BC, HS",,2019,1/27/2019,0.510185,1/27/2019 12:14,1,2,wing,FALSE,181,7,64.574674,-148.812434,1_winter,TRUE,Middle,alive,0,dead,1,,Lower,mainstem,mainstem,Y,2018_2019
107-43503-64.562787-149.109212,22-6,107,9/24/2018,22,6,Y,600,"BC, HS",,2019,2/7/2019,0.469919,2/7/2019 11:16,2,2,wing,FALSE,169,19,64.562787,-149.109212,1_winter,TRUE,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,N,2018_2019
107-43584-64.814101-155.304368,22-6,107,9/24/2018,22,6,N,600,"BC, HS",,2019,4/29/2019,,4/29/2019,2.5,5,Yukon belly,,0,0,64.814101,-155.304368,2_spring,,Yukon,fake,4,fake,4,,Lower,mainstem,mainstem,,
107-43817-64.63328-149.130238,22-6,107,9/24/2018,22,6,Y,600,"BC, HS",,2019,12/18/2019,0.49456,12/18/2019 11:52,6,2,belly,TRUE,63,3,64.63328,-149.130238,1_winter,TRUE,Lower,alive,0,dead,1,,Lower,mainstem,mainstem,Y,2019_2020
107-43869-64.629561-149.1212,22-6,107,9/24/2018,22,6,Y,600,"BC, HS",,2020,2/8/2020,0.494664,2/8/2020 11:52,8,2,belly,TRUE,61,5,64.629561,-149.1212,1_winter,TRUE,Lower,dead,1,dead,1,,Lower,mainstem,mainstem,N,2019_2020
